City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Vallenar,CL,-28.5708,-70.7581,18.71,50,0,0.58,clear sky
344,Quatre Cocos,MU,-20.2078,57.7625,22.27,83,40,3.62,scattered clouds
345,Altay,CN,47.8667,88.1167,14.04,24,1,2.37,clear sky
346,Qasigiannguit,GL,68.8193,-51.1922,3.14,85,41,4.53,scattered clouds
347,Beinamar,TD,8.6698,15.3813,30.18,37,99,2.29,light rain
348,Oktyabrskoye,RU,43.0645,44.7417,12.08,93,7,1.73,clear sky
349,Vouliagmeni,GR,37.8167,23.7833,21.36,70,40,0.45,scattered clouds
350,Shuyskoye,RU,59.3736,41.0305,0.27,80,3,1.96,clear sky
351,Bechem,GH,7.0903,-2.025,22.84,99,94,1.43,overcast clouds
352,Semporna,MY,4.4818,118.6112,25.11,81,96,0.35,overcast clouds
353,Baruun-Urt,MN,46.6806,113.2792,4.7,90,100,6.74,overcast clouds
354,Saint-Pierre,RE,-21.3393,55.4781,21.83,46,0,5.14,clear sky
355,Artvin,TR,41.1667,41.8333,11.6,78,0,1.6,clear sky
356,Tra Vinh,VN,9.9347,106.3453,25.85,90,6,1.99,clear sky
357,Tanout,NE,14.9709,8.8879,30.05,9,0,4.65,clear sky
358,Guerrero Negro,MX,27.9769,-114.0611,19.25,60,3,8.93,clear sky
359,Manadhoo,MV,5.7667,73.3833,28.65,71,55,9.21,broken clouds
360,Asau,RO,46.4333,26.4,11.51,93,82,0.85,broken clouds
361,Sault Sainte Marie,CA,46.5168,-84.3333,20.16,26,1,3.6,clear sky
362,Litovko,RU,49.2361,135.1742,12.41,55,100,2.94,overcast clouds
363,Bani Walid,LY,31.7566,13.9942,19.49,61,14,2.81,few clouds
364,Kutum,SD,14.2,24.6667,29.35,20,92,2.62,overcast clouds
365,Olafsvik,IS,64.8945,-23.7142,6.28,78,91,5.93,overcast clouds
366,Makakilo City,US,21.3469,-158.0858,29.23,61,40,3.6,scattered clouds
367,Puerto Del Rosario,ES,28.5004,-13.8627,19.86,77,70,6.69,broken clouds
368,Ariquemes,BR,-9.9133,-63.0408,24.33,71,19,1.21,few clouds
369,Kongolo,CD,-5.3833,27.0,21.06,55,35,1.79,scattered clouds
370,Kokoda,PG,-8.8785,147.7407,26.22,83,92,0.95,overcast clouds
371,Luderitz,NA,-26.6481,15.1594,14.25,67,1,7.35,clear sky
372,Cayenne,GF,4.9333,-52.3333,26.72,86,0,0.89,clear sky
373,Vao,NC,-22.6667,167.4833,20.83,59,92,6.0,overcast clouds
374,Gorontalo,ID,0.5412,123.0595,25.33,88,93,0.53,moderate rain
375,Sola,VU,-13.8833,167.55,25.37,89,90,2.57,overcast clouds
376,Livny,RU,52.4253,37.6069,6.85,92,100,5.35,overcast clouds
377,Thinadhoo,MV,0.5333,72.9333,28.35,73,17,8.79,few clouds
378,Mackay,AU,-21.15,149.2,21.49,82,68,5.14,broken clouds
379,Dunedin,NZ,-45.8742,170.5036,11.0,87,100,3.58,light rain
380,Agadez,NE,19.75,10.25,31.76,9,99,2.93,overcast clouds
381,Kazanka,UA,47.8462,32.8218,13.17,88,95,2.24,overcast clouds
382,Voyinka,UA,45.8699,33.9914,15.39,80,92,1.95,overcast clouds
383,Peniche,PT,39.3558,-9.3811,17.83,90,9,2.22,clear sky
384,Bandarbeyla,SO,9.4942,50.8122,26.02,83,89,10.35,overcast clouds
385,Agadir,MA,30.4202,-9.5982,19.25,60,100,2.13,overcast clouds
386,Tygda,RU,53.1167,126.3333,11.41,88,88,2.33,overcast clouds
387,Devils Lake,US,48.1128,-98.8651,22.99,21,20,9.39,few clouds
388,Chuy,UY,-33.6971,-53.4616,7.09,72,4,3.05,clear sky
389,Mananjary,MG,-21.2167,48.3333,21.28,91,5,3.23,clear sky
390,Kailua,US,21.4022,-157.7394,30.59,54,75,3.6,broken clouds
391,Marilandia,BR,-19.4128,-40.5417,22.28,87,96,1.39,light rain
392,Glinka,RU,54.6404,32.8781,5.41,66,97,3.5,overcast clouds
393,Padilla,CO,3.2204,-76.3139,28.76,93,84,0.47,broken clouds
394,Tateyama,JP,34.9833,139.8667,22.86,66,13,5.66,few clouds
395,Dukat,RU,62.55,155.55,4.63,57,100,2.49,overcast clouds
396,Bac Lieu,VN,9.285,105.7244,27.39,85,6,3.48,clear sky
397,Nouadhibou,MR,20.931,-17.0347,18.99,88,0,8.75,clear sky
398,Inyonga,TZ,-6.7167,32.0667,16.78,72,16,2.08,few clouds
399,Udachnyy,RU,66.4167,112.4,14.48,35,13,2.83,few clouds
400,Ankazoabo,MG,-22.2833,44.5167,14.54,94,0,2.35,clear sky
401,Cabedelo,BR,-6.9811,-34.8339,25.37,86,75,3.45,broken clouds
402,Pangoa,PE,-12.1167,-73.0,23.2,75,77,0.95,broken clouds
403,Inhambane,MZ,-23.865,35.3833,20.7,79,37,5.06,scattered clouds
404,Tamandare,BR,-8.7597,-35.1047,24.22,88,85,2.69,overcast clouds
405,Port Pirie,AU,-33.1833,138.0167,4.05,35,100,2.26,overcast clouds
406,Flinders,AU,-34.5833,150.8552,14.1,70,0,1.69,clear sky
407,Bhigvan,IN,18.3167,74.7667,27.23,68,97,4.36,overcast clouds
408,Salym,RU,60.0625,71.4789,13.77,80,63,0.84,broken clouds
409,Latung,PH,5.5,120.8833,28.77,77,100,3.86,light rain
410,Namibe,AO,-15.1961,12.1522,22.05,64,14,1.58,few clouds
411,Chongoyape,PE,-6.6406,-79.3892,18.54,70,67,2.69,broken clouds
412,Ivdel,RU,60.6911,60.4206,4.18,77,100,4.01,overcast clouds
413,Sayyan,YE,15.1718,44.3244,18.74,18,9,3.85,clear sky
414,Winnemucca,US,40.973,-117.7357,28.03,10,1,3.6,clear sky
415,Carutapera,BR,-1.195,-46.02,25.03,91,16,2.7,few clouds
416,Sao Jose De Ribamar,BR,-2.5619,-44.0542,28.21,83,39,3.53,scattered clouds
417,Shenjiamen,CN,29.9576,122.298,20.37,74,98,2.93,overcast clouds
418,Asyut,EG,27.181,31.1837,30.1,14,0,1.96,clear sky
419,Shelburne,CA,44.0787,-80.2041,18.27,59,5,1.24,clear sky
420,Gravdal,NO,68.1214,13.5031,7.94,81,75,4.63,broken clouds
421,Tevriz,RU,57.509,72.4042,13.03,62,2,2.45,clear sky
422,Chodavaram,IN,17.8333,82.95,29.91,75,50,1.32,scattered clouds
423,Ngaoundere,CM,7.3167,13.5833,19.71,91,76,1.8,broken clouds
424,Kotma,IN,23.2,81.9667,27.26,57,30,0.86,scattered clouds
425,Wilmington,US,34.2257,-77.9447,17.19,81,90,4.12,overcast clouds
426,Mocuba,MZ,-16.8392,36.9856,16.5,89,0,1.05,clear sky
427,Souillac,MU,-20.5167,57.5167,22.42,88,40,3.28,scattered clouds
428,Bayangol,RU,50.6977,103.4656,0.3,83,98,0.47,overcast clouds
429,Broken Hill,AU,-31.95,141.4333,2.84,56,18,2.06,few clouds
430,Salamiyah,SY,35.0113,37.0532,19.41,45,0,2.44,clear sky
431,Lamu,KE,-2.2717,40.902,25.12,81,37,6.2,scattered clouds
432,Kousseri,CM,12.0769,15.0306,32.98,27,10,2.57,clear sky
433,Pacifica,US,37.6138,-122.4869,34.28,70,20,2.24,few clouds
434,Estevan,CA,49.1334,-102.9842,21.19,21,1,10.8,clear sky
435,Blythe,US,33.6103,-114.5964,38.91,8,1,3.43,clear sky
436,Shache,CN,38.4167,77.2406,24.89,26,100,3.43,overcast clouds
437,Grootfontein,NA,-19.5667,18.1167,11.76,47,100,2.06,overcast clouds
438,Pachino,IT,36.7186,15.0907,18.67,77,5,3.58,clear sky
439,Syracuse,IT,37.0881,15.2792,19.65,81,8,3.85,clear sky
440,Korla,CN,41.7597,86.1469,22.67,24,11,2.84,few clouds
441,Bukama,CD,-9.2,25.85,16.85,44,6,1.52,clear sky
442,Bereda,ES,43.2686,-7.5406,13.1,99,6,1.63,clear sky
443,Wuchi,CN,29.3786,103.023,14.19,88,100,1.58,overcast clouds
444,Fergus Falls,US,46.283,-96.0776,23.99,32,40,7.2,scattered clouds
445,Kudahuvadhoo,MV,2.6708,72.8944,28.65,68,33,9.5,scattered clouds
446,Nalut,LY,30.3333,10.85,26.58,31,40,6.58,scattered clouds
447,Dori,BF,14.0354,-0.0345,35.08,16,5,3.28,clear sky
448,Queimadas,BR,-10.9783,-39.6264,23.19,55,32,4.06,scattered clouds
449,Camalu,MX,30.85,-116.0667,19.68,65,58,5.36,broken clouds
450,Boffa,GN,10.1667,-14.0333,25.67,83,100,0.52,overcast clouds
451,Texarkana,US,33.4251,-94.0477,23.75,57,1,1.34,clear sky
452,Vostok,RU,46.4856,135.8833,6.61,92,100,1.1,light rain
453,Havelock,US,34.8791,-76.9013,16.13,89,90,1.34,overcast clouds
454,Rafraf,TN,37.1904,10.1837,19.17,74,60,4.42,broken clouds
455,Deputatskiy,RU,69.3,139.9,12.26,48,30,6.29,scattered clouds
456,Oakdale,US,44.963,-92.9649,17.51,85,90,4.63,overcast clouds
457,Tual,ID,-5.6667,132.75,27.51,77,100,7.75,overcast clouds
458,Seymchan,RU,62.8833,152.4333,10.9,50,100,3.69,overcast clouds
459,Ricardo Palma,PE,-11.9181,-76.6664,12.27,69,56,0.85,broken clouds
460,Praia,CV,14.9215,-23.5087,23.3,73,0,7.2,clear sky
461,Iskateley,RU,67.6803,53.1512,-0.29,80,56,3.56,broken clouds
462,Port Macquarie,AU,-31.4333,152.9167,14.65,72,87,3.99,overcast clouds
463,Trincomalee,LK,8.5711,81.2335,27.39,81,99,9.56,overcast clouds
464,Chitral,PK,35.8462,71.7858,19.14,46,0,3.44,clear sky
465,Sambava,MG,-14.2667,50.1667,22.15,90,29,3.09,light rain
466,Hami,CN,42.8,93.45,19.35,12,0,2.92,clear sky
467,Mangrol,IN,21.1167,70.1167,28.06,78,77,5.3,broken clouds
468,Khandbari,NP,27.3747,87.2039,20.41,84,16,1.32,few clouds
469,Kulhudhuffushi,MV,6.6221,73.07,28.37,74,77,8.87,broken clouds
470,Cocobeach,GA,1.0002,9.5823,27.96,87,100,6.97,light rain
471,Phek,IN,25.6667,94.5,14.18,98,27,0.55,scattered clouds
472,Nhulunbuy,AU,-12.2333,136.7667,24.34,88,75,4.63,broken clouds
473,Kasongo,CD,-4.45,26.6667,21.52,58,88,1.11,overcast clouds
474,Kotka,FI,60.4664,26.9458,7.59,69,36,3.31,scattered clouds
475,Xuddur,SO,4.1213,43.8894,21.65,81,71,4.94,broken clouds
476,Elizabeth City,US,36.2946,-76.2511,15.57,91,100,4.45,overcast clouds
477,Bonthe,SL,7.5264,-12.505,26.06,86,100,2.9,light rain
478,Grand Gaube,MU,-20.0064,57.6608,22.43,83,33,1.34,scattered clouds
479,Polson,US,47.6936,-114.1632,22.49,32,16,0.33,few clouds
480,Caravelas,BR,-17.7125,-39.2481,24.0,86,14,2.88,few clouds
481,Kortkeros,RU,61.8106,51.5806,1.0,80,5,2.0,clear sky
482,Ouro Preto Do Oeste,BR,-10.7481,-62.2158,23.88,71,54,1.58,broken clouds
483,Atbasar,KZ,51.8,68.3333,18.5,75,97,3.04,overcast clouds
484,Arona,ES,28.0996,-16.681,17.68,77,20,0.45,few clouds
485,Hay River,CA,60.8156,-115.7999,6.99,70,75,4.63,broken clouds
486,Itarema,BR,-2.9248,-39.9167,25.88,79,1,5.61,clear sky
487,Gariaband,IN,20.635,82.0614,28.63,50,38,2.41,scattered clouds
488,Kozhva,RU,65.1073,57.0459,1.41,82,80,3.05,broken clouds
489,Lafia,NG,8.4833,8.5167,27.8,66,44,1.87,scattered clouds
490,Guliston,UZ,40.4897,68.7842,26.14,27,3,1.11,clear sky
491,Berea,US,41.3662,-81.8543,18.2,43,1,6.69,clear sky
492,Alekseyevka,RU,50.6309,38.6903,11.78,95,100,3.43,overcast clouds
493,Barceloneta,PR,18.4505,-66.5385,28.9,79,15,7.11,few clouds
494,Rio Gallegos,AR,-51.6226,-69.2181,1.03,75,75,4.12,broken clouds
495,Jackson,US,42.4165,-122.8345,32.44,25,1,2.06,clear sky
496,Iquique,CL,-20.2208,-70.1431,17.02,84,83,2.38,broken clouds
497,Panama City,PA,8.9936,-79.5197,28.29,82,40,2.57,scattered clouds
498,Torbay,CA,47.6666,-52.7314,13.43,50,40,2.57,scattered clouds
499,Medicine Hat,CA,50.0501,-110.6683,24.84,21,40,1.34,scattered clouds
500,Bathsheba,BB,13.2167,-59.5167,27.34,65,40,7.86,scattered clouds
501,Ancud,CL,-41.8697,-73.8203,13.46,95,100,6.71,light rain
502,College,US,64.8569,-147.8028,20.32,38,75,2.06,broken clouds
503,Moron,AR,-34.6534,-58.6198,13.32,63,9,2.25,clear sky
504,Ixtapa,MX,20.7,-105.2,28.46,70,12,2.24,few clouds
505,Verkhnevilyuysk,RU,63.4453,120.3167,15.96,36,6,2.44,clear sky
506,Primo Tapia,MX,32.22,-116.9172,24.47,66,6,3.68,clear sky
507,Geraldton,AU,-28.7667,114.6,13.23,100,75,6.87,broken clouds
508,Dhamtari,IN,20.7072,81.5497,29.43,49,35,3.33,scattered clouds
509,Hutchinson,US,38.0608,-97.9298,17.42,88,90,0.45,overcast clouds
510,Parrita,CR,9.5201,-84.3225,29.87,78,100,1.39,light rain
511,Beni,CD,0.5,29.4667,17.62,85,51,1.15,broken clouds
512,Porto Novo,BJ,6.4965,2.6036,27.9,80,75,4.08,broken clouds
513,Broome,US,42.2506,-75.833,9.8,88,90,1.34,light rain
514,Chapais,CA,49.7834,-74.8492,18.88,35,8,3.96,clear sky
515,Alekseyevsk,RU,57.8406,108.3492,4.22,94,100,1.22,overcast clouds
516,Canora,CA,51.6333,-102.4343,18.01,39,56,3.32,broken clouds
517,Yemelyanovo,RU,56.1681,92.6767,0.45,86,0,0.78,clear sky
518,Jumla,NP,29.2747,82.1838,13.51,84,63,0.69,broken clouds
519,Gimli,CA,50.6336,-96.9907,16.79,76,85,3.09,overcast clouds
520,Deventer,NL,52.25,6.15,14.41,88,1,1.34,clear sky
521,Kremenchuk,UA,49.0973,33.4197,10.68,93,94,2.73,overcast clouds
522,Kerouane,GN,9.2667,-9.0167,21.37,97,100,0.86,light rain
523,Sechura,PE,-5.5569,-80.8222,22.94,69,11,7.58,few clouds
524,Willowmore,ZA,-33.2926,23.4895,7.59,75,78,2.51,broken clouds
525,Adre,TD,13.4667,22.2,30.28,15,68,2.31,broken clouds
526,Cairns,AU,-16.9167,145.7667,22.81,90,40,5.14,light rain
527,Poum,NC,-20.2333,164.0167,22.66,61,75,8.41,broken clouds
528,Tema,GH,5.667,-0.0166,29.23,79,20,4.63,few clouds
529,Svatove,UA,49.4103,38.1503,12.86,97,63,2.23,broken clouds
530,Coahuayana,MX,18.7333,-103.6833,31.75,43,88,2.96,overcast clouds
531,Llanes,ES,43.4198,-4.7549,16.68,86,53,2.01,broken clouds
532,Gallup,US,35.5281,-108.7426,28.42,5,1,2.68,clear sky
533,Kaeo,NZ,-35.1,173.7833,14.62,93,84,7.67,broken clouds
534,Uhlove,UA,44.8215,33.6045,14.76,75,68,3.26,broken clouds
535,Tempio Pausania,IT,40.8974,9.1035,11.51,85,11,0.42,few clouds
536,Samarai,PG,-10.6167,150.6667,26.84,75,99,6.89,overcast clouds
537,Dong Hoi,VN,17.4833,106.6,28.95,73,93,3.45,overcast clouds
538,Kuala Terengganu,MY,5.3302,103.1408,25.97,94,20,1.54,few clouds
539,Wuda,CN,39.4994,106.7117,21.52,20,100,8.03,overcast clouds
540,Vila Velha,BR,-20.3297,-40.2925,24.97,88,0,2.24,clear sky
541,Houma,US,29.5958,-90.7195,28.89,61,40,3.09,scattered clouds
542,Gat,IL,31.61,34.7642,24.67,40,11,0.97,few clouds
543,Wasilla,US,61.5814,-149.4394,15.36,54,75,0.0,broken clouds
544,Vung Tau,VN,10.346,107.0843,27.58,83,44,4.34,scattered clouds
545,Sakakah,SA,29.9697,40.2064,29.76,14,83,4.33,broken clouds
546,Komsomolskiy,UZ,40.4272,71.7189,23.68,52,41,0.0,scattered clouds
547,Kochubey,RU,44.3861,46.5825,18.59,77,52,4.7,broken clouds
548,Mega,ET,4.05,38.3,14.5,73,40,2.75,scattered clouds
549,Cochrane,CA,51.1834,-114.4687,23.01,26,1,4.93,clear sky
550,Da Lat,VN,11.9465,108.4419,16.96,96,6,0.93,clear sky
551,San Lorenzo,PY,-25.3333,-57.5333,15.52,41,0,3.58,clear sky
552,Manta,EC,-0.95,-80.7333,23.93,85,88,5.19,overcast clouds
553,Dongsheng,CN,39.8161,109.9776,19.96,27,100,5.94,overcast clouds
554,Kasongo-Lunda,CD,-6.4667,16.8167,21.34,53,39,0.98,scattered clouds
555,Bogashevo,RU,56.3683,85.1447,8.32,87,0,0.0,clear sky
556,Raiganj,IN,25.6167,88.1167,27.07,82,44,1.97,scattered clouds
557,Lae,PG,-6.7221,146.9847,25.37,71,89,1.28,overcast clouds
558,Gwanda,ZW,-20.9333,29.0,13.74,38,24,2.06,few clouds
559,Joura,IN,26.3411,77.8115,33.17,34,46,0.97,scattered clouds
560,Hanko,FI,59.8333,22.95,8.8,61,47,3.94,scattered clouds
561,Andenes,NO,69.3143,16.1194,7.82,93,90,9.26,overcast clouds
562,Saint-Francois,FR,46.4154,3.9054,10.93,79,0,1.54,clear sky
563,Lasa,IT,46.6166,10.7002,13.49,82,20,0.91,few clouds
564,Sal Rei,CV,16.1833,-22.9167,22.31,89,66,7.37,broken clouds
565,Berlevag,NO,70.8578,29.0864,5.7,94,100,9.91,overcast clouds
566,Klaksvik,FO,62.2266,-6.589,11.51,94,13,9.17,few clouds
567,Pangai,TO,-19.8,-174.35,28.06,78,40,2.06,scattered clouds
568,Quakenbruck,DE,52.6833,7.95,12.13,85,0,2.83,clear sky
569,Tsiroanomandidy,MG,-18.7667,46.0333,16.17,80,22,1.33,few clouds
570,Netrakona,BD,24.8833,90.7167,25.08,89,58,2.45,broken clouds
571,Launceston,AU,-41.45,147.1667,3.97,93,90,0.86,overcast clouds
572,Beringovskiy,RU,63.05,179.3167,3.59,74,40,5.53,scattered clouds
573,High Level,CA,58.5169,-117.136,22.06,30,75,2.78,broken clouds
574,Dumai,ID,1.6833,101.45,23.19,98,96,0.98,overcast clouds
575,Gari,RU,59.4307,62.3497,6.39,91,100,4.96,light rain
576,Nueva Loja,EC,0.0847,-76.8828,23.13,96,72,0.92,broken clouds
577,Sorland,NO,67.667,12.6934,8.04,93,100,5.26,overcast clouds
578,Dickinson,US,29.4608,-95.0513,29.0,73,75,0.89,broken clouds
579,Puerto Escondido,MX,15.85,-97.0667,29.67,73,93,3.31,overcast clouds
580,Praia Da Vitoria,PT,38.7333,-27.0667,18.14,82,20,3.73,few clouds
581,Vila Do Maio,CV,15.1333,-23.2167,23.44,85,99,7.69,overcast clouds
582,Stromness,GB,58.965,-3.296,9.14,93,0,5.86,clear sky
583,Sterling,US,39.0062,-77.4286,13.48,82,90,0.89,overcast clouds
584,Vila Praia De Ancora,PT,41.811,-8.8526,20.62,86,14,2.39,few clouds
585,Moranbah,AU,-22.0016,148.0466,17.39,68,1,7.37,clear sky
586,Half Moon Bay,US,37.4636,-122.4286,34.28,53,20,5.25,few clouds
587,Pelym,RU,61.0108,61.9978,5.86,80,99,3.26,overcast clouds
588,Salinopolis,BR,-0.6136,-47.3561,26.24,86,49,4.55,scattered clouds
589,Saryozek,KZ,44.3583,77.9753,15.15,35,75,1.04,broken clouds
590,Nokaneng,BW,-19.6667,22.2667,14.36,33,59,2.45,broken clouds
591,Zalantun,CN,48.0,122.7167,13.96,69,81,0.95,broken clouds
592,Almaznyy,RU,48.0448,40.045,14.08,93,43,3.38,scattered clouds
593,Haines Junction,CA,60.7522,-137.5108,10.47,65,99,3.07,overcast clouds
594,Honiara,SB,-9.4333,159.95,28.81,74,91,1.11,overcast clouds
595,Vokhtoga,RU,58.8147,41.0461,0.81,77,23,2.27,few clouds
596,Humberto De Campos,BR,-2.5983,-43.4611,24.54,91,6,1.82,clear sky
597,The Valley,AI,18.217,-63.0578,27.92,83,20,1.54,few clouds
598,Sabana De Torres,CO,7.3915,-73.4957,30.34,82,33,0.84,scattered clouds
599,Imeni Babushkina,RU,59.7573,43.1285,-0.42,85,4,1.86,clear sky
600,Chumikan,RU,54.7183,135.315,3.6,89,100,0.26,overcast clouds
601,La Ligua,CL,-32.4524,-71.2311,19.88,62,80,0.61,broken clouds
602,Neya,RU,58.2972,43.8681,2.19,71,37,2.86,scattered clouds
603,Rognan,NO,67.0953,15.3878,7.64,91,100,1.08,overcast clouds
604,Cankuzo,BI,-3.1333,30.5833,17.18,76,97,0.89,overcast clouds
605,Methven,NZ,-43.6333,171.65,8.03,97,100,2.24,light rain
606,Gizo,SB,-8.103,156.8419,28.07,74,88,1.72,overcast clouds
607,Conceicao Do Araguaia,BR,-8.2578,-49.2647,29.07,51,0,0.66,clear sky
608,Auki,SB,-8.7676,160.7034,28.14,75,57,1.1,broken clouds
609,Vaitape,PF,-16.5167,-151.75,26.67,73,98,6.95,overcast clouds
610,El Dorado,US,38.7666,-120.5177,34.09,27,17,5.03,few clouds
611,Valer,NO,60.6785,11.8331,14.6,75,27,0.78,scattered clouds
612,Lebanon,US,36.2081,-86.2911,23.03,51,1,2.57,clear sky
613,Karpathos,GR,35.507,27.2132,19.9,78,7,3.85,clear sky
614,Creel,MX,27.75,-107.6333,23.48,12,100,7.12,overcast clouds
615,Kuruman,ZA,-27.4524,23.4325,7.64,39,54,2.41,broken clouds
616,Kampot,KH,10.6167,104.1833,27.03,88,17,2.55,few clouds
617,Goderich,CA,43.7501,-81.7165,14.18,44,5,4.12,clear sky
618,Sala,MA,34.0389,-6.8166,19.38,94,75,1.54,broken clouds
619,Darnah,LY,32.767,22.6367,20.13,83,0,4.07,clear sky
620,Juegang,CN,32.3174,121.1855,21.93,74,95,4.8,overcast clouds
621,Yenagoa,NG,4.9247,6.2642,24.98,95,77,2.02,broken clouds
622,Bambanglipuro,ID,-7.95,110.2833,15.34,89,62,1.68,broken clouds
623,Piacabucu,BR,-10.4056,-36.4344,24.21,87,52,3.66,broken clouds
624,Marsa Matruh,EG,31.3525,27.2453,23.11,73,0,5.14,clear sky
625,Mount Isa,AU,-20.7333,139.5,17.87,45,3,2.57,clear sky
626,Pavlovka,RU,52.6897,47.1405,11.45,96,100,4.48,light rain
627,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,29.75,14,94,9.62,overcast clouds
628,Maragogi,BR,-9.0122,-35.2225,24.01,89,48,2.77,scattered clouds
629,Khorramshahr,IR,30.4397,48.1664,33.98,26,0,3.09,clear sky
630,Ziarat,PK,30.3823,67.7282,18.78,17,9,2.96,clear sky
631,Wanaka,NZ,-44.7,169.15,9.03,91,100,2.83,overcast clouds
632,Wuhan,CN,30.5833,114.2667,23.05,77,100,2.26,overcast clouds
633,Puri,IN,19.8,85.85,31.32,90,52,7.26,broken clouds
634,Tomatlan,MX,19.9333,-105.25,31.48,34,52,4.27,broken clouds
635,Kemijarvi,FI,66.7131,27.4306,7.7,73,100,2.05,overcast clouds
636,Maruko,JP,36.3167,138.2667,18.26,63,4,0.56,clear sky
637,Vadso,NO,70.0744,29.7487,6.49,89,90,8.24,overcast clouds
638,Vila Franca Do Campo,PT,37.7167,-25.4333,16.23,82,70,3.13,broken clouds
639,Topolevo,RU,48.4994,135.1975,13.1,54,0,4.0,clear sky
640,Ban Nahin,LA,18.2418,104.2122,26.59,88,100,1.08,overcast clouds
641,Saint-Augustin,CA,51.226,-58.6502,12.5,51,2,6.08,clear sky
642,Kidal,ML,18.4411,1.4078,34.1,8,72,2.48,broken clouds
643,Oleksandrivka,UA,48.9634,32.2349,11.1,97,98,3.16,overcast clouds
644,Sztum,PL,53.9208,19.0307,7.97,92,20,2.46,few clouds
645,Jibuti,DJ,11.5,42.5,28.68,31,23,1.33,few clouds
646,Ossora,RU,59.2353,163.0719,5.73,70,62,4.02,broken clouds
647,Sioux Lookout,CA,50.1001,-91.917,15.04,51,90,7.2,overcast clouds
648,Batemans Bay,AU,-35.7167,150.1833,7.17,63,3,1.16,clear sky
649,Vizinga,RU,61.0749,50.1031,-0.51,80,2,2.02,clear sky
650,Ust-Kuyga,RU,70.0167,135.6,15.06,44,99,2.28,overcast clouds
651,Kaniama,CD,-7.5667,24.1833,17.54,41,17,2.36,few clouds
652,Navlya,RU,52.8281,34.4989,9.08,94,100,3.8,overcast clouds
653,Abreus,CU,22.2775,-80.5675,30.17,71,73,0.81,moderate rain
654,Santa Luzia,BR,-19.7697,-43.8514,24.5,70,40,1.78,scattered clouds
655,Bhalki,IN,18.0333,77.2167,27.08,65,77,4.51,broken clouds
656,Umba,RU,66.6871,34.3429,4.79,80,98,2.67,overcast clouds
657,Port Lincoln,AU,-34.7333,135.8667,13.26,39,100,6.54,overcast clouds
658,Garowe,SO,8.4054,48.4845,24.02,75,57,9.66,broken clouds
659,Diamantino,BR,-14.4086,-56.4461,24.74,48,97,0.96,overcast clouds
660,Dhone,IN,15.4167,77.8833,26.58,65,79,7.15,broken clouds
661,Carapegua,PY,-25.8,-57.2333,14.81,39,15,3.28,few clouds
662,Itaituba,BR,-4.2761,-55.9836,26.65,62,45,0.69,scattered clouds
663,Sorong,ID,-0.8833,131.25,26.05,89,100,5.44,overcast clouds
664,Kuala Selangor,MY,3.35,101.25,28.11,83,33,3.46,scattered clouds
665,Kenai,US,60.5544,-151.2583,16.68,47,40,5.08,scattered clouds
666,Vestmanna,FO,62.1564,-7.1664,9.51,93,75,8.02,broken clouds
667,La Ronge,CA,55.1001,-105.2842,21.12,28,40,3.6,scattered clouds
668,Manavalakurichi,IN,8.1333,77.3,27.05,85,83,6.99,broken clouds
669,Cap Malheureux,MU,-19.9842,57.6142,22.48,83,28,1.34,scattered clouds
670,Chapleau,CA,47.8405,-83.4034,20.05,18,75,5.66,broken clouds
671,Calatayud,ES,41.3535,-1.6432,19.32,80,79,1.75,light rain
672,Custodia,BR,-8.0875,-37.6431,22.32,79,97,4.55,overcast clouds
673,Tecoanapa,MX,16.5167,-98.75,31.15,62,58,4.46,broken clouds
674,Riberalta,BO,-10.9833,-66.1,25.11,88,75,0.95,light rain
675,Yorkton,CA,51.2167,-102.4677,17.91,29,1,6.69,clear sky
676,Nyimba,ZM,-14.5566,30.8149,14.86,46,1,1.82,clear sky
677,Riyadh,SA,24.6877,46.7219,34.03,12,0,0.0,clear sky
678,Dingle,PH,10.9995,122.6711,27.23,83,80,1.13,broken clouds
679,Mozarlandia,BR,-14.7447,-50.5706,26.19,41,81,0.61,broken clouds
680,Rorvik,NO,64.8621,11.2373,9.16,82,100,0.65,overcast clouds
681,Kavaratti,IN,10.5669,72.642,28.09,77,92,7.61,overcast clouds
682,Xochihuehuetlan,MX,17.9167,-98.4333,31.54,32,27,2.77,scattered clouds
683,Hualmay,PE,-11.0964,-77.6139,18.85,86,56,4.19,broken clouds
684,Biasca,CH,46.3597,8.9697,18.33,87,47,0.52,scattered clouds
685,Mundo Nuevo,MX,18.7,-95.5,29.76,66,63,6.05,broken clouds
686,Plattsburgh,US,44.6995,-73.4529,12.42,80,100,1.1,overcast clouds
687,Ulaanbaatar,MN,47.9077,106.8832,2.07,75,40,2.58,scattered clouds
688,Mandera,KE,3.9366,41.867,26.04,63,66,5.95,broken clouds
689,Mampong,GH,7.0627,-1.4001,23.11,93,87,3.56,overcast clouds
690,Pandan,PH,14.0453,124.1694,28.18,76,98,1.34,overcast clouds
691,Rio Brilhante,BR,-21.8019,-54.5464,19.05,97,100,1.91,overcast clouds
692,Cabadiangan,PH,9.7531,122.4739,27.39,80,74,1.41,broken clouds
693,Burnie,AU,-41.0667,145.9167,8.29,83,37,1.36,scattered clouds
